Hour;Temperature °C
3621;16.321
3622;15.117
3623;13.712
3624;12.204
3625;10.462
3626;9.401
3627;8.5519
3628;8.0692
3629;8.299
3630;8.7275
3631;9.3097
3632;12.2
3633;15.136
3634;17.452
3635;19.826
3636;20.452
3637;20.781
3638;21.148
3639;21.435
3640;21.682
3641;21.902
3642;21.822
3643;21.579
3644;21.18
3645;19.711
3646;17.727
3647;15.809
3648;14.888
3649;14.088
3650;13.302
3651;12.555
3652;11.789
3653;11.948
3654;12.869
3655;14.969
3656;17.03
3657;18.101
3658;19.001
3659;19.895
3660;20.097
3661;20.251
3662;20.374
3663;20.191
3664;19.922
3665;19.722
3666;18.906
3667;18.056
3668;17.124
3669;15.797
3670;14.374
3671;13.022
3672;12.124
3673;11.288
3674;10.488
3675;9.688
3676;8.888
3677;8.3931
3678;9.0011
3679;9.89
3680;10.839
3681;11.604
3682;12.323
3683;13.059
3684;13.927
3685;14.858
3686;15.709
3687;16.078
3688;16.354
3689;16.326
3690;15.532
3691;14.332
3692;13.11
3693;11.843
3694;10.551
3695;9.3566
3696;8.388
3697;6.7587
3698;6.7801
3699;6.8014
3700;6.9478
3701;7.4656
3702;8.5868
3703;10.124
3704;11.774
3705;13.508
3706;15.236
3707;16.982
3708;18.446
3709;19.846
3710;21.058
3711;21.07
3712;20.7
3713;20.308
3714;18.965
3715;17.465
3716;15.965
3717;14.287
3718;12.615
3719;11.042
3720;10.166
3721;9.566
3722;8.966
3723;8.366
3724;7.766
3725;7.3484
3726;8.5206
3727;10.043
3728;11.402
3729;12.62
3730;13.587
3731;14.248
3732;14.708
3733;14.875
3734;14.989
3735;15.108
3736;15.275
3737;15.104
3738;14.688
3739;13.888
3740;12.898
3741;11.773
3742;10.44
3743;9.3072
3744;8.347
3745;7.5961
3746;7.1185
3747;7
3748;7
3749;7
3750;7.5958
3751;8.2603
3752;8.9265
3753;9.2363
3754;9.5043
3755;9.7705
3756;9.6204
3757;9.422
3758;9.222
3759;9.5579
3760;9.956
3761;10.356
3762;9.9521
3763;9.455
3764;8.955
3765;8.6042
3766;8.2703
3767;7.9365
3768;7.4249
3769;6.7688
3770;6.3568
3771;5.9448
3772;5.4765
3773;5.1054
3774;5.6195
3775;6.2516
3776;6.9861
3777;8.157
3778;9.4441
3779;10.697
3780;11.523
3781;12.208
3782;12.853
3783;12.968
3784;12.914
3785;12.826
3786;12.188
3787;11.392
3788;10.608
3789;9.9978
3790;9.4433
3791;8.9003
3792;8.5902
3793;8.2348
3794;8.1233
3795;8.0118
3796;7.911
3797;7.8659
3798;7.8942
3799;7.9272
3800;8.3731
3801;9.3713
3802;10.773
3803;11.878
3804;12.544
3805;12.84
3806;13.023
3807;13.095
3808;13.038
3809;12.726
3810;12.084
3811;11.172
3812;10.191
3813;10.109
3814;10.026
3815;10
3816;10
3817;10.018
3818;10.002
3819;9.9856
3820;9.9432
3821;9.8531
3822;9.6144
3823;9.333
3824;9.1294
3825;9.3196
3826;9.6238
3827;9.9776
3828;10.356
3829;10.756
3830;11.17
3831;11.838
3832;12.523
3833;13.121
3834;11.928
3835;10.596
3836;9.2366
3837;9.3734
3838;9.6251
3839;9.9538
3840;10.009
3841;10.431
3842;10.132
3843;9.8327
3844;9.533
3845;9.3724
3846;9.7898
3847;10.334
3848;10.993
3849;11.899
3850;12.833
3851;13.759
3852;14.6
3853;15.412
3854;16.21
3855;15.677
3856;14.977
3857;14.365
3858;13.846
3859;13.378
3860;12.944
3861;12.544
3862;12.144
3863;11.686
3864;11.165
3865;10.666
3866;10.066
3867;9.6452
3868;9.339
3869;9.0733
3870;9.2882
3871;9.739
3872;10.024
3873;11.624
3874;13.291
3875;14.244
3876;14.562
3877;13.896
3878;13.235
3879;12.573
3880;11.807
3881;11.51
3882;11.619
3883;12.253
3884;12.428
3885;12.199
3886;11.299
3887;10.452
3888;9.688
3889;8.877
3890;8.275
3891;8.069
3892;8.0175
3893;8.0284
3894;8.058
3895;8.1078
3896;8.2407
3897;8.498
3898;8.8508
3899;9.162
3900;9.498
3901;9.851
3902;10.165
3903;10.477
3904;10.831
3905;11.167
3906;11.467
3907;11.767
3908;11.809
3909;11.439
3910;10.777
3911;10.025
3912;9.1908
3913;7.5704
3914;7.3727
3915;7.2084
3916;7.2751
3917;7.4276
3918;7.6644
3919;8.1311
3920;8.504
3921;9.0663
3922;9.6104
3923;10.045
3924;10.232
3925;10.291
3926;10.407
3927;10.866
3928;11.499
3929;12.034
3930;12.321
3931;12.443
3932;12.394
3933;11.831
3934;10.983
3935;10.15
3936;9.4407
3937;8.7768
3938;8.2522
3939;8.0711
3940;8.0099
3941;7.879
3942;8.979
3943;10.079
3944;11.404
3945;12.914
3946;14.78
3947;16.587
3948;17.244
3949;17.671
3950;17.766
3951;17.57
3952;16.804
3953;16.077
3954;15.733
3955;15.433
3956;15.021
3957;14.151
3958;13.153
3959;12.175
3960;11.506
3961;10.71
3962;10.372
3963;10.034
3964;9.6689
3965;9.4759
3966;9.4853
3967;9.678
3968;9.8494
3969;9.9875
3970;10.089
3971;10.21
3972;10.638
3973;11.234
3974;11.687
3975;11.857
3976;11.909
3977;11.951
3978;11.822
3979;11.619
3980;11.407
3981;11.165
3982;10.911
3983;10.656
3984;10.511
3985;10.411
3986;10.311
3987;10.211
3988;10.208
3989;10.117
3990;10.545
3991;11.05
3992;11.585
3993;12.877
3994;14.3
3995;15.696
3996;16.256
3997;16.656
3998;17.056
3999;17.456
4000;17.856
4001;18.021
4002;17.433
4003;16.656
4004;15.799
4005;14.899
4006;13.999
4007;13.099
4008;12.11
4009;11.11
4010;10.134
4011;9.733
4012;9.433
4013;9.5389
4014;10.069
4015;11.047
4016;12.224
4017;13.485
4018;14.848
4019;16.157
4020;16.478
4021;16.678
4022;16.653
4023;16.346
4024;15.635
4025;15.109
4026;14.822
4027;14.607
4028;14.344
4029;13.72
4030;12.959
4031;12.182
4032;11.401
4033;10.688
4034;9.9586
4035;9.5619
4036;9.323
4037;9.3005
4038;10.424
4039;12.024
4040;13.605
4041;15.035
4042;16.446
4043;17.825
4044;18.178
4045;18.349
4046;18.487
4047;18.681
4048;18.878
4049;19.078
4050;19.067
4051;19.04
4052;19.002
4053;17.838
4054;16.613
4055;15.255
4056;14.755
4057;13.672
4058;13.869
4059;14.145
4060;14.645
4061;15.177
4062;15.731
4063;16.245
4064;16.859
4065;17.779
4066;18.879
4067;19.979
4068;20.367
4069;20.667
4070;20.956
4071;21.356
4072;21.821
4073;21.983
4074;21.853
4075;21.334
4076;20.689
4077;19.354
4078;17.935
4079;16.486
4080;15.142
4081;13.743
4082;12.483
4083;11.94
4084;11.244
4085;11.177
4086;11.414
4087;11.856
4088;12.213
4089;13.913
4090;15.613
4091;17.273
4092;18.47
4093;19.514
4094;20.656
4095;21.056
4096;21.456
4097;21.585
4098;21.337
4099;20.766
4100;20.132
4101;19.121
4102;18.021
4103;16.899
4104;15.721
4105;14.632
4106;13.485
4107;12.575
4108;11.705
4109;11.299
4110;11.601
4111;12.591
4112;13.549
4113;15.591
4114;17.758
4115;19.958
4116;20.467
4117;20.678
4118;20.997
4119;21.383
4120;21.848
4121;22.052
4122;22.006
4123;21.641
4124;20.929
4125;19.814
4126;18.162
4127;16.519
4128;15.495
4129;14.499
4130;13.599
4131;12.969
4132;12.434
4133;11.887
4134;12.948
4135;14.19
4136;15.546
4137;17.38
4138;19.38
4139;21.317
4140;22.312
4141;23.111
4142;23.907
4143;24.415
4144;24.856
4145;25.321
4146;24.944
4147;24.542
4148;24.051
4149;22.535
4150;20.976
4151;19.354
4152;17.954
4153;16.554
4154;15.179
4155;14.385
4156;13.757
4157;13.977
4158;14.881
4159;17.054
4160;19.149
4161;20.724
4162;22.304
4163;23.718
4164;24.669
4165;25.53
4166;26.27
4167;26.578
4168;26.764
4169;26.915
4170;26.466
4171;25.846
4172;25.18
4173;23.678
4174;21.923
4175;20.212
4176;19.11
4177;18.11
4178;17.11
4179;16.207
4180;15.381
4181;14.787
4182;15.741
4183;17.319
4184;18.852
4185;20.694
4186;22.511
4187;24.109
4188;25.312
4189;26.112
4190;26.682
4191;26.94
4192;26.9
4193;26.649
4194;26.206
4195;25.566
4196;24.932
4197;23.019
4198;21.107
4199;18.994
4200;18.026
4201;17.11
4202;16.11
4203;15.733
4204;15.394
4205;15.369
4206;16.246
4207;17.725
4208;19.156
4209;20.635
4210;22.135
4211;23.383
4212;24.442
4213;25.583
4214;25.918
4215;26.253
4216;26.509
4217;26.587
4218;26.313
4219;25.855
4220;25.355
4221;23.859
4222;22.211
4223;20.658
4224;19.51
4225;18.51
4226;17.566
4227;17.044
4228;16.644
4229;16.663
4230;17.015
4231;17.981
4232;19.123
4233;20.426
4234;21.944
4235;23.213
4236;24.215
4237;24.749
4238;24.89
4239;24.688
4240;23.888
4241;23.025
4242;22.11
4243;21.11
4244;20.107
4245;18.931
4246;17.799
4247;16.594
4248;15.26
4249;13.754
4250;12.429
4251;11.844
4252;11.444
4253;11.419
4254;12.146
4255;13.541
4256;14.83
4257;15.691
4258;16.428
4259;17.183
4260;17.567
4261;17.856
4262;18.122
4263;17.875
4264;17.512
4265;17.145
4266;16.802
4267;16.467
4268;16.138
4269;15.844
4270;15.455
4271;15.117
4272;14.535
4273;13.257
4274;13.231
4275;13.204
4276;13.075
4277;13.283
4278;13.663
4279;14.245
4280;14.72
4281;15.068
4282;15.424
4283;15.796
4284;16.245
4285;16.83
4286;17.345
4287;17.823
4288;18.256
4289;18.822
4290;18.613
4291;18.332
4292;17.763
4293;16.835
4294;15.142
4295;14.11
4296;13.266
4297;12.452
4298;12.133
4299;11.939
4300;11.902
4301;11.745
4302;12.245
4303;12.666
4304;13.145
4305;13.645
4306;14.145
4307;14.669
4308;15.239
4309;15.834
4310;16.43
4311;16.945
4312;17.443
4313;17.938
4314;17.525
4315;16.99
4316;16.453
4317;15.154
4318;13.754
4319;12.512
4320;11.399
4321;9.833
4322;9.533
4323;9.233
4324;8.933
4325;8.7916
4326;9.7562
4327;10.868
4328;12.057
4329;13.173
4330;14.279
4331;15.33
4332;16.034
4333;16.712
4334;17.173
4335;17.381
4336;17.339
4337;17.193
4338;16.932
4339;16.339
4340;15.533
4341;15.206
4342;14.752
4343;14.612
4344;14.696
4345;14.99
4346;15.99
4347;16.98
4348;17.849
4349;18.61
4350;18.937
4351;19.256
4352;19.664
4353;20.679
4354;21.779
4355;22.867
4356;23.813
4357;24.79
4358;25.814
4359;25.702
4360;25.554
4361;25.411
4362;24.271
4363;23.01
4364;21.745
4365;20.461
4366;18.968
4367;18.127
4368;17.37
4369;16.335
4370;16.494
4371;16.66
4372;16.894
4373;17.483
4374;18.357
4375;19.657
4376;21.053
4377;21.303
4378;21.525
4379;21.683
4380;20.967
4381;20.01
4382;19.124
4383;19.712
4384;20.512
4385;21.213
4386;21.261
4387;21.211
4388;20.992
4389;20.158
4390;19.16
4391;18.038
4392;16.869
4393;15.632
4394;14.447
4395;13.768
4396;13.342
4397;12.916
4398;14.05
4399;15.375
4400;16.746
4401;18.155
4402;19.622
4403;21.034
4404;21.821
4405;22.455
4406;22.79
4407;22.842
4408;22.373
4409;21.925
4410;21.394
4411;20.828
4412;20.256
4413;19.043
4414;17.663
4415;16.553
4416;15.871
4417;15.533
4418;15.17
4419;14.95
4420;14.813
4421;14.786
4422;14.984
4423;15.447
4424;15.908
4425;16.701
4426;17.601
4427;18.59
4428;19.668
4429;20.968
4430;22.168
4431;22.396
4432;22.55
4433;22.687
4434;22.272
4435;21.816
4436;21.353
4437;20.554
4438;19.688
4439;18.888
4440;18.088
4441;16.712
4442;16.413
4443;16.122
4444;15.835
4445;15.658
4446;16.045
4447;16.465
4448;16.992
4449;17.652
4450;18.412
4451;19.12
4452;19.81
4453;20.454
4454;21.05
4455;21.321
4456;21.448
4457;21.513
4458;21.244
4459;20.834
4460;20.388
4461;19.634
4462;18.811
4463;17.989
4464;17.554
4465;17.227
4466;16.75
4467;16.274
4468;15.802
4469;15.393
4470;15.033
4471;14.733
4472;14.405
4473;14.021
4474;13.063
4475;13.22
4476;13.376
4477;13.667
4478;14.053
4479;14.623
4480;15.323
4481;16.023
4482;16.1
4483;16.1
4484;16.098
4485;16.092
4486;16.011
4487;15.982
4488;15.385
4489;14.6
4490;14.108
4491;13.664
4492;13.33
4493;13.417
4494;13.847
4495;14.904
4496;15.979
4497;17.346
4498;18.746
4499;20.201
4500;21.101
4501;21.996
4502;22.754
4503;23.297
4504;23.642
4505;23.619
4506;22.991
4507;21.835
4508;20.725
4509;19.621
4510;18.521
4511;17.421
4512;16.337
4513;15.321
4514;14.312
4515;13.81
4516;13.443
4517;13.41
4518;13.634
4519;14.234
4520;14.865
4521;15.523
4522;16.223
4523;16.923
4524;17.597
4525;18.23
4526;18.762
4527;18.969
4528;18.906
4529;18.715
4530;18.157
4531;17.302
4532;16.469
4533;15.599
4534;14.699
4535;14.003
4536;13.528
4537;13.233
4538;12.957
4539;12.407
4540;11.778
4541;11.486
4542;11.89
4543;12.889
4544;13.866
4545;14.832
4546;15.788
4547;16.64
4548;16.883
4549;16.9
4550;16.917
4551;15.66
4552;14.248
4553;13.328
4554;13.019
4555;13.453
4556;13.592
4557;13.403
4558;12.769
4559;12.106
4560;11.466
4561;10.866
4562;10.267
4563;10.362
4564;10.52
4565;10.724
4566;11.423
4567;12.122
4568;12.995
4569;14.078
4570;15.207
4571;16.353
4572;16.42
4573;16.395
4574;16.223
4575;15.855
4576;15.355
4577;14.906
4578;14.849
4579;14.857
4580;14.77
4581;13.647
4582;12.386
4583;11.085
4584;10.143
4585;9.288
4586;8.5007
4587;8.1826
4588;8.0204
4589;8.531
4590;10.045
4591;12.367
4592;14.635
4593;15.327
4594;15.871
4595;16.345
4596;17.112
4597;17.901
4598;18.659
4599;19.035
4600;19.28
4601;19.488
4602;19.187
4603;18.72
4604;18.228
4605;17.609
4606;16.94
4607;16.239
4608;15.31
4609;14.31
4610;13.363
4611;12.755
4612;12.255
4613;11.755
4614;11.374
4615;11.007
4616;10.641
4617;10.303
4618;9.9692
4619;9.6344
4620;9.867
4621;10.167
4622;10.479
4623;10.311
4624;10.205
4625;10.05
4626;9.911
4627;9.811
4628;9.7404
4629;9.7264
4630;9.7924
4631;9.7408
4632;9.5964
4633;9.3326
4634;9.091
4635;9.1769
4636;9.2321
4637;9.3246
4638;9.5792
4639;9.867
4640;10.22
4641;10.752
4642;11.334
4643;11.845
4644;12.058
4645;12.189
4646;12.274
4647;12.307
4648;12.357
4649;12.382
4650;12.305
4651;12.211
4652;12.096
4653;11.929
4654;11.779
4655;11.66
4656;11.625
4657;11.689
4658;11.689
4659;11.789
4660;11.889
4661;12.027
4662;12.567
4663;13.301
4664;13.76
4665;14.145
4666;14.379
4667;14.729
4668;15.167
4669;15.733
4670;16.245
4671;16.586
4672;16.928
4673;17.265
4674;17.201
4675;17.111
4676;17.011
4677;15.576
4678;14.054
4679;12.83
4680;11.855
4681;11.355
4682;10.783
4683;10.958
4684;11.12
4685;11.381
4686;12.778
4687;14.266
4688;15.823
4689;17.336
4690;18.924
4691;20.509
4692;21.235
4693;21.98
4694;22.661
4695;23.026
4696;23.31
4697;23.475
4698;23.28
4699;22.976
4700;22.482
4701;21.365
4702;20.054
4703;18.635
4704;18.266
4705;17.933
4706;17.539
4707;16.971
4708;16.437
4709;16.364
4710;16.695
4711;17.761
4712;18.821
4713;19.877
4714;21.029
4715;21.715
4716;22.072
4717;22.009
4718;21.945
4719;21.822
4720;21.622
4721;21.337
4722;20.983
4723;20.546
4724;20.05
4725;19.11
4726;18.176
4727;17.125
4728;15.954
4729;14.554
4730;13.381
4731;13.039
4732;13.007
4733;13.031
4734;14.413
4735;16.113
4736;17.798
4737;19.246
4738;20.654
4739;22.031
4740;22.764
4741;23.392
4742;24.009
4743;23.714
4744;23.263
4745;22.786
4746;14.636
4747;17.215
4748;19.204
4749;19.369
4750;18.443
4751;17.332
4752;16.805
4753;16.522
4754;16.173
4755;16.447
4756;16.709
4757;16.927
4758;16.724
4759;16.491
4760;16.297
4761;16.804
4762;17.392
4763;17.966
4764;17.713
4765;17.402
4766;17.108
4767;17.515
4768;18.034
4769;18.627
4770;19.14
4771;19.67
4772;20.212
4773;19.41
4774;18.41
4775;17.467
4776;16.591
4777;15.699
4778;14.95
4779;14.533
4780;14.253
4781;14.069
4782;14.345
4783;14.865
4784;15.481
4785;16.557
4786;17.857
4787;18.901
4788;19.745
4789;20.245
4790;20.689
4791;20.711
4792;20.595
4793;20.434
4794;19.788
4795;18.988
4796;18.069
4797;16.918
4798;15.329
4799;14.305
4800;13.299
4801;12.399
4802;11.507
4803;10.978
4804;10.548
4805;10.159
4806;11.955
4807;14.235
4808;16.454
4809;17.323
4810;18.023
4811;18.691
4812;19.334
4813;19.934
4814;20.589
4815;20.689
4816;20.789
4817;20.701
4818;20.345
4819;20.341
4820;19.231
4821;18.122
4822;16.991
4823;15.766
4824;15.166
4825;14.566
4826;14.025
4827;13.811
4828;13.728
4829;13.688
4830;14.223
4831;14.927
4832;15.642
4833;16.499
4834;17.327
4835;18.203
4836;18.682
4837;19.118
4838;19.553
4839;19.886
4840;20.384
4841;20.41
4842;20.142
4843;19.555
4844;19.041
4845;18.112
4846;17.169
4847;16.21
4848;15.741
4849;15.433
4850;15.044
4851;14.644
4852;14.244
4853;13.844
4854;14.334
4855;14.934
4856;15.606
4857;16.49
4858;17.49
4859;18.415
4860;19.11
4861;19.734
4862;20.334
4863;20.756
4864;21.089
4865;21.117
4866;20.877
4867;20.177
4868;19.472
4869;18.419
4870;17.252
4871;16.121
4872;15.815
4873;15.533
4874;15.322
4875;15.297
4876;15.23
4877;15.196
4878;15.645
4879;16.145
4880;16.645
4881;17.682
4882;18.722
4883;19.541
4884;19.839
4885;19.9
4886;19.75
4887;19.246
4888;18.634
4889;18.128
4890;17.939
4891;17.9
4892;17.768
4893;17.325
4894;16.709
4895;16.066
4896;15.366
4897;14.766
4898;14.174
4899;14.287
4900;14.654
4901;14.967
4902;15.267
4903;15.567
4904;15.773
4905;15.92
4906;15.987
4907;16.031
4908;16.534
4909;17.065
4910;17.684
4911;18.424
4912;19.271
4913;19.693
4914;19.327
4915;18.558
4916;17.575
4917;16.329
4918;14.858
4919;13.572
4920;13.399
4921;13.389
4922;13.367
4923;13.667
4924;13.967
4925;14.234
4926;14.096
4927;13.922
4928;13.807
4929;14.747
4930;15.779
4931;16.829
4932;17.356
4933;17.748
4934;18.112
4935;18.257
4936;18.311
4937;18.366
4938;18.311
4939;18.203
4940;18.067
4941;17.744
4942;17.341
4943;16.929
4944;16.487
4945;16.044
4946;15.586
4947;15.297
4948;15.06
4949;14.825
4950;14.784
4951;14.67
4952;14.758
4953;15.083
4954;15.556
4955;15.958
4956;17.424
4957;19.024
4958;20.864
4959;20.514
4960;20.161
4961;19.822
4962;19.622
4963;19.486
4964;19.094
4965;18.398
4966;17.346
4967;16.328
4968;15.486
4969;14.599
4970;13.81
4971;13.166
4972;12.566
4973;12.309
4974;12.497
4975;13.131
4976;13.823
4977;15.858
4978;18.058
4979;20.258
4980;21.301
4981;22.201
4982;23.101
4983;23.435
4984;23.704
4985;23.97
4986;23.491
4987;22.929
4988;22.363
4989;20.758
4990;18.987
4991;17.412
4992;16.42
4993;15.588
4994;14.788
4995;14.7
4996;14.718
4997;14.781
4998;15.501
4999;16.312
5000;17.284
5001;18.912
5002;20.805
5003;22.275
5004;23.579
5005;24.679
5006;25.918
5007;25.568
5008;25.233
5009;24.888
5010;24.088
5011;23.288
5012;22.488
5013;21.352
5014;20.213
5015;18.958
5016;18.302
5017;17.666
5018;16.978
5019;16.366
5020;15.857
5021;15.279
5022;16.09
5023;17.09
5024;18.179
5025;19.343
5026;20.766
5027;21.759
5028;22.726
5029;23.592
5030;24.187
5031;24.589
5032;24.689
5033;24.564
5034;24.252
5035;23.586
5036;22.644
5037;21.461
5038;18.666
5039;18.066
5040;17.466
5041;16.866
5042;16.277
5043;16.374
5044;16.508
5045;16.709
5046;16.963
5047;17.197
5048;17.467
5049;17.763
5050;17.997
5051;18.143
5052;18.211
5053;18.111
5054;18.444
5055;19.157
5056;21.833
5057;21.584
5058;21.335
5059;20.766
5060;20.148
5061;19.398
5062;18.652
5063;17.887
5064;17.084
5065;16.199
5066;15.393
5067;14.652
5068;13.937
5069;13.33
5070;13.602
5071;14.169
5072;14.763
5073;15.512
5074;16.312
5075;17.125
5076;17.996
5077;18.83
5078;19.664
5079;20.423
5080;21.123
5081;21.412
5082;21.333
5083;20.619
5084;19.472
5085;18.396
5086;17.321
5087;16.129
5088;14.745
5089;13.265
5090;11.966
5091;11.016
5092;10.51
5093;10.315
5094;10.582
5095;11.702
5096;13.526
5097;15.755
5098;17.958
5099;20.069
5100;20.667
5101;21.119
5102;21.542
5103;21.747
5104;21.903
5105;22.043
5106;21.477
5107;20.768
5108;20.043
5109;18.497
5110;16.855
5111;15.134
5112;14.398
5113;13.766
5114;13.135
5115;12.911
5116;12.811
5117;13.09
5118;13.659
5119;14.693
5120;15.805
5121;17.235
5122;18.735
5123;20.356
5124;20.748
5125;21.064
5126;21.311
5127;21.233
5128;20.933
5129;20.633
5130;20.333
5131;20.033
5132;19.768
5133;19.231
5134;18.694
5135;18.157
5136;17.473
5137;16.777
5138;16.119
5139;15.822
5140;15.554
5141;15.323
5142;15.67
5143;16.056
5144;16.486
5145;17.23
5146;18.097
5147;18.976
5148;19.887
5149;20.802
5150;21.649
5151;21.918
5152;22.032
5153;21.979
5154;21.507
5155;20.909
5156;20.232
5157;19.309
5158;18.377
5159;17.418
5160;17.55
5161;17.767
5162;18.019
5163;17.64
5164;17.185
5165;16.896
5166;16.904
5167;17.137
5168;17.454
5169;17.859
5170;18.404
5171;18.995
5172;19.63
5173;20.234
5174;20.91
5175;21.353
5176;21.756
5177;21.777
5178;21.27
5179;20.31
5180;19.297
5181;18.403
5182;17.557
5183;16.84
5184;16.357
5185;15.944
5186;15.633
5187;15.333
5188;15.097
5189;15.034
5190;15.165
5191;15.556
5192;15.956
5193;16.89
5194;17.797
5195;18.675
5196;19.167
5197;19.455
5198;19.68
5199;19.622
5200;19.412
5201;19.153
5202;18.698
5203;18.149
5204;17.612
5205;17.201
5206;16.87
5207;16.626
5208;16.678
5209;16.878
5210;17.01
5211;16.768
5212;16.435
5213;16.287
5214;16.332
5215;16.665
5216;17.147
5217;17.699
5218;18.332
5219;18.841
5220;19.213
5221;19.38
5222;19.307
5223;19.079
5224;18.646
5225;18.185
5226;17.745
5227;17.347
5228;17.003
5229;16.644
5230;16.244
5231;15.844
5232;15.374
5233;14.944
5234;14.467
5235;14.044
5236;13.644
5237;13.559
5238;13.796
5239;14.431
5240;15.268
5241;16.268
5242;17.468
5243;18.668
5244;19.406
5245;20.028
5246;20.719
5247;21.169
5248;21.613
5249;21.9
5250;21.6
5251;21.155
5252;20.558
5253;19.545
5254;18.403
5255;17.352
5256;16.389
5257;15.677
5258;14.888
5259;14.266
5260;13.601
5261;13.313
5262;13.446
5263;14.034
5264;14.931
5265;16.213
5266;17.913
5267;19.515
5268;20.334
5269;20.934
5270;21.506
5271;21.757
5272;21.978
5273;22.122
5274;21.623
5275;21.066
5276;20.4
5277;18.541
5278;16.345
5279;14.231
5280;13.37
5281;12.588
5282;11.839
5283;10.91
5284;9.9772
5285;9.3747
5286;10.313
5287;12.018
5288;13.747
5289;15.582
5290;17.408
5291;19.214
5292;19.945
5293;20.445
5294;20.787
5295;20.778
5296;20.522
5297;20.322
5298;19.588
5299;18.788
5300;17.967
5301;17.093
5302;16.199
5303;15.233
5304;14.932
5305;14.544
5306;14.245
5307;14.052
5308;13.914
5309;13.829
5310;14.145
5311;14.685
5312;15.403
5313;17.069
5314;19.169
5315;21.276
5316;22.634
5317;23.877
5318;25.278
5319;25.478
5320;25.66
5321;25.797
5322;25.277
5323;24.773
5324;23.768
5325;22.721
5326;21.455
5327;20.585
5328;20.01
5329;19.822
5330;19.711
5331;19.158
5332;18.508
5333;18.178
5334;18.587
5335;19.312
5336;20.248
5337;20.186
5338;20.135
5339;20.105
5340;20.069
5341;20.033
5342;19.996
5343;19.555
5344;19.055
5345;18.497
5346;17.875
5347;17.177
5348;16.564
5349;16.047
5350;15.512
5351;15.213
5352;15.011
5353;14.911
5354;14.804
5355;14.528
5356;14.161
5357;13.896
5358;13.711
5359;13.611
5360;13.855
5361;14.385
5362;15.318
5363;16.29
5364;17.294
5365;18.351
5366;19.226
5367;19.84
5368;20.168
5369;20.455
5370;19.899
5371;19.014
5372;18.109
5373;17.111
5374;16.021
5375;14.969
5376;14.206
5377;13.246
5378;12.849
5379;12.451
5380;11.925
5381;11.878
5382;12.056
5383;12.456
5384;12.943
5385;14.057
5386;15.357
5387;16.657
5388;17.355
5389;17.97
5390;18.5
5391;17.632
5392;16.432
5393;15.248
5394;14.932
5395;14.801
5396;14.654
5397;14.498
5398;14.332
5399;14.082
5400;13.769
5401;13.224
5402;12.841
5403;12.459
5404;12.101
5405;11.841
5406;11.997
5407;12.377
5408;12.757
5409;13.427
5410;14.123
5411;14.823
5412;15.342
5413;15.845
5414;16.345
5415;16.421
5416;16.465
5417;16.4
5418;16.055
5419;15.555
5420;15.055
5421;14.127
5422;13.171
5423;12.208
5424;11.757
5425;11.344
5426;10.944
5427;10.529
5428;10.063
5429;10.03
5430;10.312
5431;11.112
5432;12.044
5433;13.157
5434;14.457
5435;15.636
5436;16.345
5437;16.911
5438;17.38
5439;17.549
5440;17.632
5441;17.611
5442;17.313
5443;16.944
5444;16.529
5445;16.052
5446;15.555
5447;15.055
5448;15.903
5449;17.396
5450;13.796
5451;13.311
5452;13.211
5453;13.247
5454;13.456
5455;13.856
5456;14.365
5457;15.041
5458;15.902
5459;18.314
5460;19.142
5461;19.812
5462;20.444
5463;20.254
5464;20.025
5465;19.749
5466;19.273
5467;18.812
5468;18.357
5469;17.875
5470;17.412
5471;16.963
5472;16.53
5473;16.055
5474;15.65
5475;15.32
5476;14.976
5477;14.736
5478;14.918
5479;15.224
5480;15.55
5481;15.772
5482;15.978
5483;16.178
5484;16.809
5485;17.439
5486;17.9
5487;18.2
5488;18.2
5489;18.009
5490;17.684
5491;17.151
5492;16.534
5493;15.877
5494;15.256
5495;14.634
5496;14.258
5497;13.775
5498;13.686
5499;13.689
5500;13.789
5501;13.889
5502;13.96
5503;13.999
5504;14.252
5505;14.723
5506;15.423
5507;16.123
5508;16.289
5509;16.475
5510;16.589
5511;16.666
5512;16.699
5513;16.543
5514;16.177
5515;15.477
5516;14.777
5517;14.413
5518;14.072
5519;13.735
5520;13.223
5521;12.211
5522;12.111
5523;12.011
5524;11.911
5525;11.852
5526;12.09
5527;12.367
5528;12.667
5529;13.227
5530;13.77
5531;14.436
5532;15.307
5533;16.379
5534;17.363
5535;17.383
5536;17.311
5537;17.111
5538;16.637
5539;16.066
5540;15.466
5541;14.866
5542;14.266
5543;13.616
5544;12.875
5545;11.988
5546;11.18
5547;10.821
5548;10.469
5549;10.437
5550;10.984
5551;11.917
5552;13.08
5553;14.416
5554;15.934
5555;17.524
5556;18.053
5557;18.37
5558;18.748
5559;18.978
5560;19.178
5561;19.25
5562;19.241
5563;19.113
5564;19.078
5565;17.409
5566;15.42
5567;14.155
5568;12.935
5569;11.921
5570;10.849
5571;10.067
5572;9.32
5573;8.9008
5574;9.4919
5575;10.347
5576;11.447
5577;13.191
5578;15.091
5579;16.917
5580;17.378
5581;17.578
5582;17.585
5583;17.455
5584;17.122
5585;16.53
5586;15.721
5587;14.621
5588;13.521
5589;12.331
5590;11.132
5591;9.932
5592;9.968
5593;10.078
5594;10.278
5595;10.466
5596;10.599
5597;10.81
5598;11.067
5599;11.367
5600;11.731
5601;12.145
5602;12.645
