Hour;Temperature °C
1790;-0.62938
1791;-0.70994
1792;-0.79049
1793;-0.91362
1794;-1.156
1795;-1.556
1796;-2.0198
1797;-1.9753
1798;-1.9355
1799;-1.9045
1800;-1.8695
1801;-1.811
1802;-1.7972
1803;-1.867
1804;-1.9303
1805;-1.9791
1806;-1.7157
1807;-1.433
1808;-1.1348
1809;-0.90148
1810;-0.66332
1811;-0.39333
1812;0.87192
1813;2.3543
1814;3.8367
1815;3.9699
1816;3.9299
1817;3.9
1818;2.7567
1819;1.5096
1820;0.49326
1821;-0.12696
1822;-0.5258
1823;-0.86899
1824;-1.267
1825;-1.567
1826;-1.956
1827;-2.2667
1828;-2.5045
1829;-2.6837
1830;-2.7931
1831;-2.8625
1832;-2.3724
1833;-1.1655
1834;0.78101
1835;2.6258
1836;4.1308
1837;5.5425
1838;6.7646
1839;6.7997
1840;6.553
1841;6.0114
1842;4.876
1843;3.276
1844;1.7259
1845;0.81325
1846;4.92E-02
1847;-0.80513
1848;-1.143
1849;-1.467
1850;-1.856
1851;-2.256
1852;-2.6466
1853;-3.0085
1854;-3.132
1855;-3.1278
1856;-2.9802
1857;-1.5978
1858;0.32528
1859;2.0493
1860;3.635
1861;5.135
1862;6.7971
1863;6.8115
1864;6.8757
1865;6.6577
1866;5.7266
1867;4.3574
1868;3.0499
1869;2.0926
1870;1.1136
1871;0.3865
1872;-0.18872
1873;-0.55779
1874;-0.86017
1875;-1.2563
1876;-1.556
1877;-1.956
1878;-2.0225
1879;-2.0615
1880;-2.0975
1881;-0.32702
1882;1.5003
1883;3.3276
1884;4.935
1885;6.567
1886;7.9231
1887;7.8128
1888;7.3739
1889;6.8225
1890;5.921
1891;4.821
1892;3.721
1893;2.888
1894;2.0885
1895;1.3913
1896;0.81422
1897;0.355
1898;-6.70E-02
1899;-0.367
1900;-0.667
1901;-0.92149
1902;-0.9814
1903;-1
1904;-0.86095
1905;-0.12731
1906;0.76193
1907;1.6998
1908;2.512
1909;3.312
1910;3.8541
1911;4.0987
1912;4.011
1913;3.911
1914;3.19
1915;2.3106
1916;1.455
1917;0.955
1918;0.455
1919;4.81E-02
1920;-0.28326
1921;-0.56774
1922;-0.75736
1923;-1.1472
1924;-1.4987
1925;-1.709
1926;-1.5835
1927;-1.2757
1928;-0.66172
1929;0.60779
1930;2.4817
1931;3.6361
1932;4.712
1933;6.0128
1934;6.1293
1935;6.211
1936;6.111
1937;5.7686
1938;4.943
1939;3.643
1940;2.5324
1941;2.2356
1942;2.2023
1943;2.0808
1944;1.8976
1945;1.6316
1946;1.378
1947;1.578
1948;1.778
1949;1.946
1950;2.0725
1951;2.1058
1952;2.093
1953;2.022
1954;1.822
1955;1.526
1956;1.155
1957;0.655
1958;0.31507
1959;8.35E-02
1960;1.68E-02
1961;-4.17E-17
1962;1.65E-02
1963;8.32E-02
1964;6.80E-02
1965;2.75E-02
1966;-5.79E-03
1967;-2.50E-02
1968;6.90E-03
1969;0.17903
1970;0.27767
1971;3.30E-02
1972;-0.267
1973;-0.5037
1974;-0.69592
1975;-0.86259
1976;-0.70417
1977;-0.288
1978;0.512
1979;1.312
1980;1.934
1981;2.534
1982;3.0816
1983;3.4486
1984;3.767
1985;4.0468
1986;3.2699
1987;2.2892
1988;1.3085
1989;0.66831
1990;6.44E-02
1991;-0.52578
1992;-0.63006
1993;-0.689
1994;-0.755
1995;-0.255
1996;0.245
1997;0.69806
1998;0.51479
1999;0.29086
2000;4.97E-02
2001;-7.48E-03
2002;-5.79E-02
2003;-5.91E-02
2004;0.53608
2005;1.1651
2006;1.764
2007;1.6045
2008;1.3909
2009;1.1345
2010;0.85589
2011;0.59086
2012;0.36473
2013;0.52658
2014;0.73586
2015;0.9659
2016;0.98972
2017;1
2018;1.0168
2019;0.89076
2020;0.75329
2021;0.62622
2022;0.72201
2023;0.84671
2024;1.0078
2025;1.3494
2026;1.6983
2027;2.0659
2028;2.6699
2029;3.3035
2030;3.8954
2031;4.083
2032;4.2465
2033;4.3485
2034;4.0164
2035;3.644
2036;3.225
2037;2.9549
2038;2.7094
2039;2.4143
2040;2.3019
2041;2.122
2042;1.9865
2043;1.733
2044;1.433
2045;1.2736
2046;1.2501
2047;1.3869
2048;1.578
2049;2.3096
2050;3.047
2051;3.6724
2052;4.1563
2053;4.4042
2054;4.5274
2055;4.5113
2056;4.322
2057;4.122
2058;3.21
2059;2.21
2060;1.21
2061;0.83314
2062;0.533
2063;0.58527
2064;1.0066
2065;1.9902
2066;2.7991
2067;3.067
2068;3.1
2069;3.189
2070;3.2985
2071;3.4376
2072;3.6457
2073;4.0129
2074;4.4736
2075;4.9873
2076;5.6645
2077;6.3945
2078;7.1052
2079;7.4478
2080;7.767
2081;8.0191
2082;7.359
2083;6.6462
2084;5.888
2085;5.099
2086;4.199
2087;3.344
2088;2.9548
2089;2.633
2090;2.2558
2091;1.9071
2092;1.5404
2093;1.2373
2094;1.4569
2095;1.6765
2096;1.997
2097;2.3445
2098;2.5951
2099;3.1036
2100;3.6181
2101;4.1514
2102;4.5095
2103;4.7269
2104;4.6936
2105;4.5789
2106;4.422
2107;4.7596
2108;4.0599
2109;3.3603
2110;2.3137
2111;1.947
2112;1.6041
2113;1.3327
2114;1.2102
2115;1.545
2116;2.045
2117;2.4341
2118;2.689
2119;2.789
2120;2.9167
2121;3.078
2122;3.278
2123;3.478
2124;3.7063
2125;3.9687
2126;4.1222
2127;4.3942
2128;4.6604
2129;4.6992
2130;4.4247
2131;3.866
2132;3.3536
2133;2.5988
2134;1.8491
2135;1.1305
2136;0.74017
2137;0.344
2138;3.17E-02
2139;-0.25755
2140;-0.50982
2141;-0.64788
2142;-0.50818
2143;-0.29018
2144;-3.30E-02
2145;0.267
2146;0.567
2147;0.92979
2148;1.4615
2149;2.0912
2150;2.534
2151;2.3959
2152;2.1012
2153;1.7238
2154;1.2492
2155;0.78682
2156;0.40464
2157;0.22845
2158;0.14282
2159;8.19E-02
2160;1.53E-02
2161;-1.07E-17
2162;-0.178
2163;-0.40381
2164;-0.67204
2165;-1.056
2166;-1.4308
2167;-1.7641
2168;-1.8863
2169;-1.755
2170;-1.255
2171;-0.54527
2172;0.41158
2173;1.4798
2174;2.548
2175;2.6792
2176;2.5396
2177;2.2233
2178;1.154
2179;-0.246
2180;-1.8371
2181;-1.4651
2182;-1.1021
2183;-0.75484
2184;-0.55536
2185;-0.33851
2186;-0.21535
2187;-9.22E-02
2188;4.63E-02
2189;0.19855
2190;0.38374
2191;0.578
2192;0.7971
2193;1.1675
2194;1.556
2195;1.965
2196;2.4451
2197;2.8805
2198;3.208
2199;3.2535
2200;3.1029
2201;2.9165
2202;2.6905
2203;2.4411
2204;2.2275
2205;2.0535
2206;1.9103
2207;1.8028
2208;1.8465
2209;2.9493
2210;2.2726
2211;1.5959
2212;0.93428
2213;0.35015
2214;0.31407
2215;0.33172
2216;0.4924
2217;1.5309
2218;2.668
2219;3.8325
2220;4.7098
2221;6.4004
2222;6.308
2223;6.2157
2224;5.9941
2225;5.7145
2226;5.166
2227;4.566
2228;3.966
2229;3.188
2230;2.3009
2231;1.546
2232;0.98513
2233;0.5082
2234;6.78E-02
2235;-0.33801
2236;-0.656
2237;-0.96573
2238;-0.90927
2239;-0.722
2240;-0.50214
2241;1.4594
2242;3.7284
2243;6.1045
2244;7.0765
2245;8.0289
2246;8.7139
2247;8.867
2248;8.7799
2249;8.3437
2250;7.2608
2251;5.6869
2252;4.1768
2253;2.843
2254;1.545
2255;0.36501
2256;-0.612
2257;-1.512
2258;-2.3087
2259;-2.845
2260;-3.345
2261;-3.7
2262;-3.571
2263;-3.2761
2264;-2.5845
2265;-0.675
2266;1.825
2267;4.2064
2268;5.7661
2269;6.9707
2270;8.0527
2271;8.96
2272;9.6267
2273;10.005
2274;9.3879
2275;8.3511
2276;7.2981
2277;5.589
2278;3.8805
2279;2.098
2280;1.455
2281;1.0029
2282;0.43102
2283;-0.223
2284;-0.89327
2285;-1.4772
2286;-1.134
2287;-0.47577
2288;0.22901
2289;1.567
2290;3.0749
2291;4.4832
2292;4.978
2293;5.178
2294;5.4323
2295;5.4699
2296;5.514
2297;5.5648
2298;4.799
2299;3.899
2300;3.043
2301;1.743
2302;0.443
2303;-0.34178
2304;-0.71844
2305;-1.66E-02
2306;-3.47E-03
2307;9.65E-03
2308;5.71E-02
2309;0.13721
2310;0.27905
2311;0.4209
2312;0.71828
2313;1.453
2314;2.3581
2315;3.2244
2316;3.8321
2317;4.4021
2318;4.956
2319;5.5828
2320;6.2084
2321;6.8339
2322;6.8025
2323;6.6519
2324;6.3057
2325;5.6688
2326;4.8438
2327;4.0688
2328;3.544
2329;3.044
2330;2.6502
2331;2.4056
2332;2.1651
2333;1.8669
2334;1.3238
2335;0.70912
2336;0.14503
2337;3.67E-02
2338;-3.72E-17
2339;0
2340;0.356
2341;0.74878
2342;0.96131
2343;0.87457
2344;0.52773
2345;9.08E-02
2346;-0.40343
2347;-0.94937
2348;-1.5629
2349;-2.223
2350;-2.923
2351;-3.6634
2352;-4.0496
2353;-4.356
2354;-4.756
2355;-5.2457
2356;-5.6847
2357;-5.879
2358;-5.7224
2359;-5.255
2360;-4.5942
2361;-3.6143
2362;-2.3592
2363;-1.182
2364;-0.11
2365;0.87607
2366;1.7754
2367;2.356
2368;2.756
2369;3.1507
2370;2.2895
2371;1.31
2372;0.33347
2373;-0.59987
2374;-1.5594
2375;-2.4906
2376;-2.9659
2377;-3.2349
2378;-3.9394
2379;-4.79
2380;-5.79
2381;-6.2393
2382;-5.8915
2383;-4.7318
2384;-3.3885
2385;-1.6681
2386;0.35565
2387;2.3794
2388;3.2763
2389;4.112
2390;4.8291
2391;4.6734
2392;4.433
2393;4.133
2394;3.1476
2395;2.1297
2396;1.1117
2397;0.11
2398;-0.89
2399;-1.89
2400;-1.9645
2401;-1.9
2402;-1.9
2403;-2.0612
2404;-2.2204
2405;-2.3229
2406;-1.895
2407;-1.366
2408;-0.77356
2409;0.38395
2410;1.7482
2411;2.8573
2412;3.734
2413;4.334
2414;4.6795
2415;4.733
2416;4.433
2417;4.0764
2418;3.655
2419;3.155
2420;2.655
2421;2.1794
2422;1.746
2423;1.1752
2424;1.5381
2425;2.0122
2426;2.1874
2427;2.2418
2428;2.1931
2429;2.0587
2430;1.9255
2431;1.8012
2432;1.8238
2433;1.889
2434;1.9959
2435;2.2315
2436;2.7538
2437;3.5028
2438;4.1232
2439;4.5362
2440;4.7791
2441;5.0006
2442;5.1284
2443;5.3179
2444;5.1265
2445;4.749
2446;4.3396
2447;3.855
2448;3.3244
2449;2.755
2450;2.255
2451;2.1019
2452;1.8936
2453;1.8211
2454;1.7733
2455;1.7373
2456;1.7035
2457;1.9383
2458;2.2043
2459;2.4705
2460;3.3251
2461;4.5135
2462;4.9911
2463;5.211
2464;5.111
2465;5.011
2466;4.9391
2467;4.902
2468;4.7529
2469;4.5049
2470;4.142
2471;3.832
2472;3.6862
2473;3.511
2474;3.411
2475;2.7749
2476;1.9893
2477;1.4355
2478;1.1408
2479;1.1021
2480;1.497
2481;2.6087
2482;4.3175
2483;6.256
2484;6.6755
2485;7.1395
2486;7.6154
2487;8.4331
2488;9.3739
2489;10.18
2490;9.8489
2491;9.2036
2492;8.4828
2493;7.6921
2494;6.7366
2495;5.799
2496;4.91
2497;3.899
2498;2.999
2499;2.2906
2500;1.6599
2501;1.0809
2502;0.93213
2503;1.0053
2504;1.2061
2505;2.0359
2506;3.179
2507;4.3875
2508;5.301
2509;6.201
2510;6.8933
2511;7.2
2512;7.1994
2513;7.097
2514;6.844
2515;6.4437
2516;5.9925
2517;5.466
2518;4.7722
2519;4.1524
2520;3.477
2521;2.2024
2522;2.0199
2523;1.8374
2524;1.6788
2525;1.5972
2526;1.8144
2527;2.1238
2528;2.5162
2529;4.108
2530;5.9961
2531;7.7491
2532;9.0509
2533;10.209
2534;11.252
2535;11.902
2536;12.445
2537;12.797
2538;12.593
2539;12.187
2540;11.491
2541;10.217
2542;8.7334
2543;7.3245
2544;6.2383
2545;5.299
2546;4.399
2547;3.9447
2548;3.544
2549;3.221
2550;3.4343
2551;3.7677
2552;4.529
2553;5.7457
2554;7.2241
2555;8.7026
2556;9
2557;8.9982
2558;8.9921
2559;8.9425
2560;8.8583
2561;8.7187
2562;7.7547
2563;6.5907
2564;5.432
2565;4.8615
2566;4.4194
2567;3.9511
2568;3.366
2569;2.766
2570;2.1933
2571;1.7754
2572;1.4326
2573;1.1273
2574;0.96863
2575;0.93013
2576;1.0605
2577;1.4916
2578;2.1382
2579;2.7887
2580;3.2881
2581;3.7271
2582;4.1499
2583;4.556
2584;4.9266
2585;5.1997
2586;4.688
2587;3.888
2588;3.2182
2589;1.555
2590;-7.93E-02
2591;-1.5232
2592;-2.4021
2593;-3.156
2594;-3.556
2595;-3.956
2596;-4.4695
2597;-4.5347
2598;-3.6435
2599;-2.2644
2600;-0.75028
2601;0.90634
2602;2.873
2603;4.791
2604;5.8632
2605;6.8232
2606;7.6545
2607;7.8556
2608;7.9568
2609;7.8344
2610;6.8581
2611;5.732
2612;4.4186
2613;3.9776
2614;3.544
2615;3.0504
2616;2.9087
2617;2.7406
2618;2.5969
2619;2.422
2620;2.222
2621;2.022
2622;1.822
2623;1.622
2624;1.411
2625;1.311
2626;1.211
2627;1.2225
2628;1.3388
2629;1.5761
2630;1.702
2631;1.633
2632;1.333
2633;1.033
2634;0.733
2635;0.433
2636;6.97E-02
2637;-0.267
2638;-0.567
2639;-0.889
2640;-0.989
2641;-0.76667
2642;-1.2392
2643;-1.7109
2644;-2.2589
2645;-2.4717
2646;-2.366
2647;-1.766
2648;-1.166
2649;0.23337
2650;1.8014
2651;3.196
2652;4.301
2653;5.201
2654;6.0041
2655;6.1371
2656;6.1036
2657;5.7445
2658;5.11
2659;4.11
2660;3.0747
2661;2.6251
2662;2.1843
2663;1.7445
2664;1.4363
2665;1.1037
2666;0.84719
2667;0.65288
2668;0.51103
2669;0.41156
2670;0.50888
2671;0.77671
2672;1.2564
2673;2.2151
2674;3.5611
2675;4.946
2676;5.812
2677;6.612
2678;7.2987
2679;7.6419
2680;7.878
2681;7.8726
2682;7.2447
2683;6.456
2684;5.6165
2685;5.144
2686;4.744
2687;4.344
2688;4.2257
2689;4.2072
2690;4.111
2691;4.0425
2692;3.9978
2693;3.9816
2694;4.199
2695;4.5666
2696;5.0438
2697;6.502
2698;8.37
2699;10.134
2700;11.607
2701;12.987
2702;14.105
2703;14.712
2704;15.067
2705;15.071
2706;14.449
2707;13.568
2708;12.589
2709;11.522
2710;10.479
2711;9.3508
2712;8.0326
2713;6.554
2714;5.154
2715;5
2716;5.0555
2717;5.1826
2718;6.1691
2719;7.2158
2720;8.2777
2721;9.3739
2722;10.421
2723;11.315
2724;11.921
2725;12.356
2726;12.684
2727;12.869
2728;12.931
2729;12.779
2730;12.249
2731;11.546
2732;10.766
2733;9.8992
2734;9.0571
2735;8.1768
2736;7.2102
2737;6.299
2738;5.4065
2739;5.412
2740;5.5812
2741;5.8265
2742;6.0202
2743;6.1848
2744;6.4821
2745;7.1847
2746;8.1209
2747;8.8796
2748;9.467
2749;9.767
2750;9.8172
2751;9.6501
2752;9.0834
2753;8.4301
2754;7.699
2755;6.799
2756;5.8498
2757;4.81
2758;3.81
2759;2.7306
2760;1.888
2761;1.088
2762;0.30117
2763;0.2
2764;0.2
2765;0.2
2766;0.38271
2767;0.578
2768;0.778
2769;2.2847
2770;3.9064
2771;5.7162
2772;6.0443
2773;6.3722
2774;6.6993
2775;6.8
2776;6.7772
2777;6.6584
2778;6.0241
2779;5.199
2780;4.299
2781;3.0504
2782;1.6685
2783;0.407
2784;-0.779
2785;-1.879
2786;-2.979
2787;-3.4434
2788;-3.7963
2789;-4.155
2790;-2.42
2791;-0.42
2792;1.58
2793;3.1608
2794;4.7122
2795;6.2587
2796;7.8011
2797;9.3203
2798;10.746
2799;11.424
2800;11.755
2801;11.993
2802;11.609
2803;10.958
2804;10.317
2805;9.844
2806;9.4389
2807;9.0133
2808;8.4338
2809;7.766
2810;7.166
2811;6.566
2812;5.966
2813;5.2683
2814;5.6395
2815;5.9988
2816;6.3364
2817;7.6546
2818;8.9729
2819;10.475
2820;12.091
2821;13.824
2822;15.432
2823;16.512
2824;17.312
2825;17.94
2826;17.925
2827;17.558
2828;16.883
2829;15.954
2830;14.476
2831;13.238
2832;12.301
2833;11.476
2834;10.778
2835;10.148
2836;9.509
2837;8.9807
2838;9.2158
2839;9.556
2840;10.107
2841;11.61
2842;13.27
2843;15.013
2844;16.713
2845;18.339
2846;20.013
2847;20.475
2848;20.838
2849;21.104
2850;20.652
2851;20.066
2852;19.357
2853;17.914
2854;16.276
2855;14.589
2856;13.154
2857;11.557
2858;10.479
2859;9.8753
2860;9.556
2861;9.3787
2862;10.047
2863;11.135
2864;12.378
2865;14.316
2866;16.558
2867;18.681
2868;19.701
2869;20.338
2870;21.001
2871;21.277
2872;21.536
2873;21.664
2874;20.54
2875;18.919
2876;17.683
2877;16.5
2878;15.699
2879;14.799
2880;13.926
2881;13.033
2882;12.404
2883;11.887
2884;11.48
2885;11.368
2886;11.389
2887;11.679
2888;13.303
2889;14.38
2890;15.132
2891;15.903
2892;16.349
2893;16.677
2894;17.024
2895;17.384
2896;17.751
2897;17.684
2898;17.282
2899;16.315
2900;15.399
2901;14.124
2902;12.752
2903;11.501
2904;10.346
2905;8.4505
2906;8.276
2907;8.1014
2908;8.0339
2909;8.3828
2910;9.1613
2911;10.391
2912;11.893
2913;13.672
2914;15.683
2915;17.766
2916;19.777
2917;21.699
2918;23.269
2919;24.22
2920;24.718
2921;24.907
2922;24.733
2923;24.255
2924;23.779
2925;22.365
2926;20.951
2927;19.403
2928;18.25
2929;17.132
2930;15.932
2931;15.177
2932;14.477
2933;13.777
2934;14.663
2935;15.666
2936;16.721
2937;18.313
2938;20.013
2939;21.683
2940;23.057
2941;24.357
2942;25.705
2943;26.174
2944;26.614
2945;26.61
2946;25.788
2947;24.877
2948;22.723
2949;20.563
2950;18.082
2951;15.499
2952;14.608
2953;13.799
2954;12.929
2955;12.147
2956;11.401
2957;11.131
2958;11.579
2959;12.682
2960;13.904
2961;15.324
2962;16.924
2963;18.335
2964;19.296
2965;19.934
2966;20.62
2967;21.133
2968;21.567
2969;21.884
2970;22.1
2971;22.1
2972;21.489
2973;20.409
2974;18.178
2975;17.005
2976;16.133
2977;15.833
2978;15.383
2979;14.313
2980;12.97
2981;12.325
2982;12.776
2983;14.234
2984;15.684
2985;17.404
2986;19.29
2987;21.085
2988;22.635
2989;24.135
2990;25.778
2991;25.978
2992;26.178
2993;26.234
2994;25.515
2995;24.68
2996;23.529
2997;22.044
2998;20.393
2999;18.765
3000;17.418
3001;16.054
3002;14.742
3003;13.354
3004;11.954
3005;11.228
3006;11.672
3007;12.857
3008;14.38
3009;16.347
3010;18.722
3011;20.992
3012;21.835
3013;22.507
3014;23.07
3015;23.548
3016;23.881
3017;23.779
3018;23.313
3019;22.146
3020;21.085
3021;20.098
3022;19.111
3023;18.163
3024;17.153
3025;16.11
3026;14.992
3027;13.681
3028;12.392
3029;11.327
3030;11.868
3031;13.068
3032;14.268
3033;15.468
3034;16.668
3035;17.73
3036;17.701
3037;17.359
3038;17.017
3039;16.555
3040;16.055
3041;15.544
3042;14.994
3043;14.425
3044;13.732
3045;12.643
3046;11.343
3047;10.043
3048;8.743
3049;7.3191
3050;6.2355
3051;5.655
3052;5.174
3053;4.992
3054;6.286
3055;8.0305
3056;9.8606
3057;11.781
3058;13.78
3059;15.78
3060;16.443
3061;16.856
3062;17.235
3063;17.517
3064;17.68
3065;17.619
3066;17.355
3067;16.855
3068;16.276
3069;15.588
3070;14.79
3071;14.13
3072;13.722
3073;14.496
3074;13.358
3075;12.219
3076;11.032
3077;10.293
3078;10.705
3079;11.533
3080;12.446
3081;13.292
3082;14.055
3083;14.81
3084;15.603
3085;16.325
3086;16.978
3087;17.307
3088;17.474
3089;17.239
3090;16.728
3091;15.979
3092;14.714
3093;13.276
3094;11.68
3095;10.278
3096;9.1598
3097;7.2566
3098;7.4285
3099;7.6005
3100;7.8349
3101;8.3712
3102;9.7992
3103;11.502
3104;13.359
3105;15.4
3106;17.554
3107;19.627
3108;21.228
3109;22.657
3110;23.623
3111;24.228
3112;24.194
3113;23.951
3114;23.549
3115;22.883
3116;22.042
3117;21.06
3118;19.624
3119;18.631
3120;17.777
3121;17.119
3122;16.337
3123;14.779
3124;13.015
3125;11.606
3126;10.469
3127;9.7019
3128;9.1365
3129;8.722
3130;8.522
3131;8.4496
3132;8.478
3133;8.678
3134;8.7185
3135;8.6245
3136;8.2579
3137;7.7735
3138;7.1965
3139;6.4631
3140;5.5923
3141;4.6264
3142;3.61
3143;2.5421
3144;1.955
3145;1.4191
3146;0.98322
3147;0.69296
3148;0.48349
3149;0.33144
3150;2.158
3151;4.358
3152;6.558
3153;8.758
3154;10.958
3155;12.646
3156;13.951
3157;14.617
3158;14.978
3159;15.122
3160;14.922
3161;14.466
3162;13.827
3163;12.893
3164;11.75
3165;10.465
3166;8.965
3167;7.561
3168;6.2488
3169;5.132
3170;3.932
3171;3.266
3172;2.666
3173;3.0101
3174;4.322
3175;6.914
3176;9.4681
3177;11.454
3178;13.391
3179;15.146
3180;15.562
3181;15.821
3182;15.929
3183;15.632
3184;15.301
3185;14.883
3186;13.861
3187;12.764
3188;11.598
3189;10.259
3190;8.9114
3191;7.7037
3192;7.8349
3193;8.4746
3194;8.4792
3195;8.4839
3196;8.4431
3197;8.4554
3198;8.6852
3199;9.1549
3200;9.2665
3201;9.378
3202;9.4314
3203;9.5988
3204;10.061
3205;10.634
3206;11.252
3207;11.502
3208;11.738
3209;11.936
3210;11.79
3211;11.55
3212;11.31
3213;10.982
3214;10.614
3215;10.272
3216;10.221
3217;10.2
3218;10.2
3219;10.2
3220;10.2
3221;10.179
3222;10.093
3223;9.9541
3224;9.9006
3225;10.172
3226;10.486
3227;10.807
3228;11.105
3229;11.37
3230;11.982
3231;13.024
3232;14.624
3233;16.224
3234;16.222
3235;16.022
3236;15.683
3237;14.437
3238;12.932
3239;11.624
3240;11.321
3241;12.265
3242;11.532
3243;10.799
3244;9.9655
3245;9.2766
3246;8.7336
3247;8.433
3248;8.2218
3249;8.1003
3250;8.1665
3251;8.2888
3252;8.4673
3253;8.767
3254;8.919
3255;8.9215
3256;8.6555
3257;8.1851
3258;7.5093
3259;6.5273
3260;5.7544
3261;5.1163
3262;4.6527
3263;4.3874
3264;4.289
3265;4.389
3266;4.3983
3267;4.0806
3268;3.6473
3269;3.6916
3270;4.2497
3271;5.4733
3272;6.6109
3273;7.5158
3274;8.2873
3275;8.9083
3276;9.3616
3277;9.7313
3278;9.9236
3279;9.9153
3280;9.722
3281;9.436
3282;9.051
3283;8.4907
3284;7.783
3285;6.9129
3286;5.8853
3287;5.0504
3288;4.4438
3289;3.608
3290;3.8411
3291;4.0743
3292;4.367
3293;4.7452
3294;5.2449
3295;5.8934
3296;6.534
3297;7.134
3298;7.7934
3299;8.2516
3300;8.3856
3301;8.3704
3302;8.4152
3303;8.5815
3304;8.867
3305;8.9325
3306;8.6333
3307;8.066
3308;7.466
3309;6.866
3310;6.266
3311;5.7181
3312;5.2513
3313;4.9306
3314;4.5432
3315;4.1558
3316;3.8013
3317;3.444
3318;4.4526
3319;5.5792
3320;6.718
3321;7.4909
3322;8.145
3323;8.7914
3324;9.256
3325;9.6536
3326;10.043
3327;10.367
3328;10.64
3329;10.829
3330;10.288
3331;9.488
3332;8.688
3333;7.9201
3334;7.1611
3335;6.3945
3336;5.677
3337;4.977
3338;4.188
3339;3.377
3340;2.6668
3341;1.9667
3342;3.402
3343;5.113
3344;6.8947
3345;8.3482
3346;9.806
3347;11.114
3348;12.184
3349;13.101
3350;13.896
3351;14.531
3352;14.985
3353;15.05
3354;14.558
3355;13.67
3356;12.71
3357;11.71
3358;10.65
3359;9.7941
3360;9.2573
3361;8.8868
3362;8.8073
3363;8.8475
3364;8.9906
3365;9.1338
3366;9.2305
3367;9.2979
3368;9.6369
3369;10.515
3370;11.845
3371;12.811
3372;13.044
3373;12.651
3374;12.439
3375;12.525
3376;12.854
3377;12.797
3378;11.965
3379;10.467
3380;9.0287
3381;7.732
3382;6.532
3383;5.332
3384;4.767
3385;4.355
3386;3.855
3387;3.7129
3388;3.5526
3389;3.7402
3390;4.7346
3391;6.1475
3392;7.5451
3393;8.4641
3394;9.2551
3395;9.9763
3396;10.622
3397;11.234
3398;11.711
3399;11.781
3400;11.768
3401;11.713
3402;11.624
3403;11.568
3404;11.299
3405;10.283
3406;9.0999
3407;7.968
3408;7.2088
3409;6.5186
3410;6.0035
3411;5.7203
3412;5.4556
3413;5.5123
3414;6.446
3415;7.846
3416;9.2146
3417;10.563
3418;11.929
3419;13.037
3420;13.94
3421;14.606
3422;15.046
3423;15.294
3424;15.228
3425;15.043
3426;14.749
3427;14.183
3428;13.498
3429;12.716
3430;11.782
3431;10.998
3432;10.337
3433;9.8456
3434;9.445
3435;9.2313
3436;9.0986
3437;9.0583
3438;9.2919
3439;9.7257
3440;10.18
3441;10.819
3442;11.466
3443;12.123
3444;12.823
3445;13.523
3446;14.164
3447;14.282
3448;14.357
3449;14.276
3450;13.054
3451;11.697
3452;10.317
3453;9.5375
3454;8.8537
3455;8.133
3456;7.833
3457;7.2428
3458;7.2945
3459;7.378
3460;7.578
3461;7.6815
3462;7.7253
3463;7.692
3464;7.5788
3465;7.4363
3466;7.303
3467;7.1542
3468;6.9967
3469;6.83
3470;6.8719
3471;7.0675
3472;7.6878
3473;7.8947
3474;8.0968
3475;8.2635
3476;8.2618
3477;8.133
3478;7.833
3479;7.5012
3480;7.144
3481;6.6266
3482;6.3364
3483;6.0463
3484;5.7899
3485;5.6198
3486;5.6955
3487;5.8211
3488;6.0469
3489;6.5454
3490;7.0771
3491;7.3485
3492;6.7121
3493;5.81
3494;4.711
3495;4.611
3496;4.592
3497;4.7322
3498;5.034
3499;5.7767
3500;6.2415
3501;5.777
3502;5.077
3503;4.399
3504;3.4878
3505;2.499
3506;1.599
3507;1.2413
3508;0.933
3509;1.1334
3510;2.558
3511;4.758
3512;6.9205
3513;8.535
3514;10.035
3515;11.036
3516;11.17
3517;10.755
3518;10.504
3519;10.688
3520;11.145
3521;11.495
3522;11.585
3523;11.511
3524;11.061
3525;10.003
3526;8.5063
3527;7.1402
3528;6.1202
3529;5.377
3530;4.588
3531;4.589
3532;4.7782
3533;5.1255
3534;5.7906
3535;6.7075
3536;7.7219
3537;9.3234
3538;10.955
3539;12.553
3540;13.116
3541;13.614
3542;14.037
3543;14.081
3544;14.1
3545;14.078
3546;13.654
3547;13.213
3548;12.703
3549;11.223
3550;9.676
3551;8.0996
3552;6.9453
3553;5.821
3554;4.721
3555;3.621
3556;2.521
3557;2.0136
3558;4.0391
3559;7.1104
3560;10.045
3561;11.568
3562;12.757
3563;13.921
3564;14.545
3565;15.024
3566;15.458
3567;14.919
3568;14.167
3569;13.436
3570;13.3
3571;13.276
3572;13.2
3573;11.996
3574;10.546
3575;9.1199
3576;8.3973
3577;7.9556
3578;7.2723
3579;6.5889
3580;5.9339
3581;5.7657
3582;7.241
3583;9.169
3584;11.129
3585;12.608
3586;13.957
3587;15.179
3588;16.112
3589;16.912
3590;17.648
3591;17.564
3592;17.299
3593;17.028
3594;16.733
3595;16.418
3596;16.072
3597;14.943
3598;13.643
3599;12.467
3600;11.82
3601;11.43
3602;10.848
3603;10.264
3604;9.5972
3605;9.6053
3606;10.233
3607;11.666
3608;13.074
3609;14.455
3610;15.678
3611;16.933
3612;17.981
3613;18.901
3614;19.845
3615;19.952
3616;20
3617;19.972
3618;19.413
3619;18.667
3620;17.438
